Task ID,Argument ID,Discussion ID,Relevance,Is Argument?
-5894643205788453962,5,10925,1,True
-5894643205788453962,5,10925,1,True
-5894643205788453962,5,10925,1,True
-5894643205788453962,5,10925,1,True
-5894643205788453962,5,10925,2,False
-4865124530936348605,2,14667,3,True
-4865124530936348605,2,14667,1,True
-4865124530936348605,2,14667,2,True
-4865124530936348605,2,14667,1,True
-4865124530936348605,2,14667,0,True
5377383722336408759,10,4864,0,False
5377383722336408759,10,4864,3,True
5377383722336408759,10,4864,0,True
5377383722336408759,10,4864,2,True
5377383722336408759,10,4864,2,True
8842679300643560029,19,1151,2,True
8842679300643560029,19,1151,3,True
8842679300643560029,19,1151,1,True
8842679300643560029,19,1151,0,False
8842679300643560029,19,1151,0,True
7187456467295061862,8,1151,1,True
7187456467295061862,8,1151,0,False
7187456467295061862,8,1151,0,False
7187456467295061862,8,1151,0,False
7187456467295061862,8,1151,1,False
1869990139156180400,17,1151,1,False
1869990139156180400,17,1151,2,True
1869990139156180400,17,1151,3,True
1869990139156180400,17,1151,2,False
1869990139156180400,17,1151,0,False
2702135871614742877,3,7947,0,False
2702135871614742877,3,7947,2,True
2702135871614742877,3,7947,0,False
2702135871614742877,3,7947,1,False
2702135871614742877,3,7947,1,True
-6453207292302445182,4,31092,0,True
-6453207292302445182,4,31092,0,False
-6453207292302445182,4,31092,0,False
-6453207292302445182,4,31092,1,True
-6453207292302445182,4,31092,2,True
-2638426250645793698,1,2430,0,False
-2638426250645793698,1,2430,3,True
-2638426250645793698,1,2430,2,True
-2638426250645793698,1,2430,2,True
-2638426250645793698,1,2430,2,True
-1370872679480449025,2,17295,2,True
-1370872679480449025,2,17295,2,True
-1370872679480449025,2,17295,1,True
-1370872679480449025,2,17295,3,True
-1370872679480449025,2,17295,0,False
-1482986175266674780,53,537,0,True
-1482986175266674780,53,537,3,True
-1482986175266674780,53,537,1,True
-1482986175266674780,53,537,3,True
-1482986175266674780,53,537,2,True
1904703753070967058,3,37168,0,True
1904703753070967058,3,37168,0,True
1904703753070967058,3,37168,0,True
1904703753070967058,3,37168,2,True
1904703753070967058,3,37168,0,True
1894934686883558549,8,24852,1,False
1894934686883558549,8,24852,3,True
1894934686883558549,8,24852,2,True
1894934686883558549,8,24852,2,True
1894934686883558549,8,24852,2,True
-1450407502335925013,3,43647,0,True
-1450407502335925013,3,43647,0,True
-1450407502335925013,3,43647,2,True
-1450407502335925013,3,43647,1,True
-1450407502335925013,3,43647,3,True
3297101254983096201,17,2300,0,False
3297101254983096201,17,2300,3,True
3297101254983096201,17,2300,2,True
3297101254983096201,17,2300,2,False
3297101254983096201,17,2300,1,True
-9094940907740204436,10,1151,1,True
-9094940907740204436,10,1151,2,True
-9094940907740204436,10,1151,2,True
-9094940907740204436,10,1151,1,False
-9094940907740204436,10,1151,0,True
-6081517542483854370,28,1151,0,True
-6081517542483854370,28,1151,2,True
-6081517542483854370,28,1151,2,True
-6081517542483854370,28,1151,3,True
-6081517542483854370,28,1151,0,False
-2875904689160688858,9,29546,1,True
-2875904689160688858,9,29546,0,True
-2875904689160688858,9,29546,1,True
-2875904689160688858,9,29546,1,False
-2875904689160688858,9,29546,3,True
3279444387501430424,6,33283,2,False
3279444387501430424,6,33283,1,True
3279444387501430424,6,33283,3,False
3279444387501430424,6,33283,3,True
3279444387501430424,6,33283,2,True
6191141421799747621,1,43692,2,True
6191141421799747621,1,43692,0,True
6191141421799747621,1,43692,2,False
6191141421799747621,1,43692,2,True
6191141421799747621,1,43692,0,False
5843641789061093059,3,42491,0,False
5843641789061093059,3,42491,1,True
5843641789061093059,3,42491,0,False
5843641789061093059,3,42491,0,True
5843641789061093059,3,42491,2,True
1388563335192515215,7,22444,0,True
1388563335192515215,7,22444,0,True
1388563335192515215,7,22444,0,True
1388563335192515215,7,22444,2,False
1388563335192515215,7,22444,2,False
-5404041147642903756,6,23397,2,True
-5404041147642903756,6,23397,0,True
-5404041147642903756,6,23397,1,True
-5404041147642903756,6,23397,0,True
-5404041147642903756,6,23397,3,True
-2603841099445471756,4,24320,0,True
-2603841099445471756,4,24320,0,True
-2603841099445471756,4,24320,0,True
-2603841099445471756,4,24320,0,False
-2603841099445471756,4,24320,2,True
-5509781943250538201,4,19459,0,True
-5509781943250538201,4,19459,0,False
-5509781943250538201,4,19459,1,True
-5509781943250538201,4,19459,2,True
-5509781943250538201,4,19459,2,False
8125418795439502933,2,5281,0,True
8125418795439502933,2,5281,0,False
8125418795439502933,2,5281,2,True
8125418795439502933,2,5281,1,True
8125418795439502933,2,5281,1,True
5806866070222928244,2,13291,0,False
5806866070222928244,2,13291,0,True
5806866070222928244,2,13291,0,False
5806866070222928244,2,13291,2,True
5806866070222928244,2,13291,3,True
-5489917978130124274,2,33283,3,True
-5489917978130124274,2,33283,1,True
-5489917978130124274,2,33283,1,True
-5489917978130124274,2,33283,3,True
-5489917978130124274,2,33283,3,True
-200092856645086998,3,17770,3,True
-200092856645086998,3,17770,3,True
-200092856645086998,3,17770,2,False
-200092856645086998,3,17770,1,True
-200092856645086998,3,17770,1,True
8489606095664413946,5,2826,1,True
8489606095664413946,5,2826,1,True
8489606095664413946,5,2826,2,True
8489606095664413946,5,2826,1,True
8489606095664413946,5,2826,3,True
-2613313769885496114,19,19998,0,True
-2613313769885496114,19,19998,2,True
-2613313769885496114,19,19998,0,False
-2613313769885496114,19,19998,0,True
-2613313769885496114,19,19998,0,False
6434949211315847986,20,16557,0,True
6434949211315847986,20,16557,0,True
6434949211315847986,20,16557,1,True
6434949211315847986,20,16557,2,True
6434949211315847986,20,16557,1,True
-4203161415589362351,30,18422,1,True
-4203161415589362351,30,18422,0,False
-4203161415589362351,30,18422,0,True
-4203161415589362351,30,18422,1,True
-4203161415589362351,30,18422,2,True
8194288743494994019,5,14993,0,True
8194288743494994019,5,14993,2,True
8194288743494994019,5,14993,2,False
8194288743494994019,5,14993,0,True
8194288743494994019,5,14993,0,False
-3224239344284152601,4,30099,0,True
-3224239344284152601,4,30099,0,True
-3224239344284152601,4,30099,0,False
-3224239344284152601,4,30099,2,False
-3224239344284152601,4,30099,1,True
3694038050257036600,10,20726,0,True
3694038050257036600,10,20726,1,True
3694038050257036600,10,20726,0,False
3694038050257036600,10,20726,0,False
3694038050257036600,10,20726,1,True
-6165257799482258454,3,6053,0,True
-6165257799482258454,3,6053,0,False
-6165257799482258454,3,6053,0,False
-6165257799482258454,3,6053,2,True
-6165257799482258454,3,6053,2,True
-5010689446899489701,18,42549,3,True
-5010689446899489701,18,42549,2,True
-5010689446899489701,18,42549,2,True
-5010689446899489701,18,42549,3,True
-5010689446899489701,18,42549,3,True
-6296297160408564957,2,519,2,True
-6296297160408564957,2,519,1,False
-6296297160408564957,2,519,0,False
-6296297160408564957,2,519,2,True
-6296297160408564957,2,519,2,True
-2408461603489284556,5,519,3,True
-2408461603489284556,5,519,1,False
-2408461603489284556,5,519,3,True
-2408461603489284556,5,519,2,False
-2408461603489284556,5,519,2,True
-1325768470240695301,3,42703,0,False
-1325768470240695301,3,42703,0,False
-1325768470240695301,3,42703,2,True
-1325768470240695301,3,42703,3,True
-1325768470240695301,3,42703,0,False
-9188211313940269481,6,20182,0,True
-9188211313940269481,6,20182,2,True
-9188211313940269481,6,20182,2,True
-9188211313940269481,6,20182,2,True
-9188211313940269481,6,20182,3,True
5983750605273525076,6,42703,1,True
5983750605273525076,6,42703,1,False
5983750605273525076,6,42703,0,False
5983750605273525076,6,42703,2,True
5983750605273525076,6,42703,1,True
4505946982127582641,8,25104,1,True
4505946982127582641,8,25104,0,False
4505946982127582641,8,25104,0,False
4505946982127582641,8,25104,2,True
4505946982127582641,8,25104,0,False
5456002273237940702,8,20182,2,True
5456002273237940702,8,20182,2,True
5456002273237940702,8,20182,2,True
5456002273237940702,8,20182,3,True
5456002273237940702,8,20182,3,True
1741635589918553800,3,7807,3,True
1741635589918553800,3,7807,1,True
1741635589918553800,3,7807,1,True
1741635589918553800,3,7807,3,True
1741635589918553800,3,7807,3,True
4517423325992672486,46,24511,2,True
4517423325992672486,46,24511,3,True
4517423325992672486,46,24511,3,True
4517423325992672486,46,24511,2,True
4517423325992672486,46,24511,2,False
-8493880162678417170,3,36962,3,True
-8493880162678417170,3,36962,1,True
-8493880162678417170,3,36962,2,True
-8493880162678417170,3,36962,2,False
-8493880162678417170,3,36962,1,True
-860471868357421527,54,24511,3,True
-860471868357421527,54,24511,0,True
-860471868357421527,54,24511,1,True
-860471868357421527,54,24511,3,True
-860471868357421527,54,24511,3,True
-841281014628279327,6,7807,2,True
-841281014628279327,6,7807,3,True
-841281014628279327,6,7807,3,True
-841281014628279327,6,7807,2,True
-841281014628279327,6,7807,2,True
749711742050511581,1,28554,2,True
749711742050511581,1,28554,1,True
749711742050511581,1,28554,2,True
749711742050511581,1,28554,3,False
749711742050511581,1,28554,3,True
-4185965808401933540,16,42549,3,True
-4185965808401933540,16,42549,2,True
-4185965808401933540,16,42549,2,True
-4185965808401933540,16,42549,3,True
-4185965808401933540,16,42549,3,True
-7715864765052634022,25,24511,3,True
-7715864765052634022,25,24511,1,True
-7715864765052634022,25,24511,2,True
-7715864765052634022,25,24511,2,True
-7715864765052634022,25,24511,2,True
3417512867633343649,49,14694,2,False
3417512867633343649,49,14694,0,False
3417512867633343649,49,14694,0,False
3417512867633343649,49,14694,2,True
3417512867633343649,49,14694,1,True
-8977799809565802196,44,537,3,True
-8977799809565802196,44,537,0,True
-8977799809565802196,44,537,2,True
-8977799809565802196,44,537,0,True
-8977799809565802196,44,537,1,True
3698864260110008023,15,35456,3,True
3698864260110008023,15,35456,2,True
3698864260110008023,15,35456,1,True
3698864260110008023,15,35456,2,False
3698864260110008023,15,35456,2,True
-7712661041066049801,5,42955,1,True
-7712661041066049801,5,42955,2,False
-7712661041066049801,5,42955,2,False
-7712661041066049801,5,42955,0,False
-7712661041066049801,5,42955,3,False
-2033626689829430043,58,17369,0,False
-2033626689829430043,58,17369,2,True
-2033626689829430043,58,17369,3,True
-2033626689829430043,58,17369,0,False
-2033626689829430043,58,17369,2,False
1643173154043506900,6,6910,2,True
1643173154043506900,6,6910,2,True
1643173154043506900,6,6910,3,False
1643173154043506900,6,6910,1,True
1643173154043506900,6,6910,2,True
-2500350472496709076,17,35098,2,True
-2500350472496709076,17,35098,2,True
-2500350472496709076,17,35098,3,True
-2500350472496709076,17,35098,3,True
-2500350472496709076,17,35098,2,True
-7625628893454489847,8,7474,2,True
-7625628893454489847,8,7474,3,True
-7625628893454489847,8,7474,3,True
-7625628893454489847,8,7474,3,True
-7625628893454489847,8,7474,2,True
-415246892980154827,2,21022,2,True
-415246892980154827,2,21022,2,True
-415246892980154827,2,21022,2,True
-415246892980154827,2,21022,3,True
-415246892980154827,2,21022,3,True
-2680277365524417182,4,10692,2,True
-2680277365524417182,4,10692,3,True
-2680277365524417182,4,10692,3,False
-2680277365524417182,4,10692,1,True
-2680277365524417182,4,10692,3,True
1583141996727372221,2,30106,3,True
1583141996727372221,2,30106,3,True
1583141996727372221,2,30106,3,True
1583141996727372221,2,30106,0,False
1583141996727372221,2,30106,2,True
-4779514688931276677,21,25233,3,True
-4779514688931276677,21,25233,2,True
-4779514688931276677,21,25233,3,True
-4779514688931276677,21,25233,1,True
-4779514688931276677,21,25233,2,True
6646338204528473115,4,35060,2,True
6646338204528473115,4,35060,1,True
6646338204528473115,4,35060,3,True
6646338204528473115,4,35060,2,True
6646338204528473115,4,35060,3,True
-3188191184523542840,49,17369,2,True
-3188191184523542840,49,17369,2,True
-3188191184523542840,49,17369,2,False
-3188191184523542840,49,17369,1,True
-3188191184523542840,49,17369,2,True
7766430214762941216,25,35456,2,True
7766430214762941216,25,35456,3,True
7766430214762941216,25,35456,3,True
7766430214762941216,25,35456,3,True
7766430214762941216,25,35456,2,True
5946535786734515590,4,32053,1,False
5946535786734515590,4,32053,2,True
5946535786734515590,4,32053,2,True
5946535786734515590,4,32053,3,True
5946535786734515590,4,32053,3,True
-4412371184072043371,6,40583,2,False
-4412371184072043371,6,40583,2,True
-4412371184072043371,6,40583,3,True
-4412371184072043371,6,40583,3,True
-4412371184072043371,6,40583,1,True
-8656470873514954358,62,16223,2,True
-8656470873514954358,62,16223,2,True
-8656470873514954358,62,16223,3,True
-8656470873514954358,62,16223,2,True
-8656470873514954358,62,16223,0,True
-424979049218915930,5,16554,2,True
-424979049218915930,5,16554,2,True
-424979049218915930,5,16554,1,False
-424979049218915930,5,16554,0,False
-424979049218915930,5,16554,1,False
-2814246698584685337,2,22803,3,True
-2814246698584685337,2,22803,3,True
-2814246698584685337,2,22803,2,True
-2814246698584685337,2,22803,3,True
-2814246698584685337,2,22803,2,True
671977041283334192,7,16554,2,True
671977041283334192,7,16554,3,True
671977041283334192,7,16554,3,True
671977041283334192,7,16554,0,True
671977041283334192,7,16554,3,True
6166789577632045698,6,28367,2,True
6166789577632045698,6,28367,2,True
6166789577632045698,6,28367,3,True
6166789577632045698,6,28367,2,True
6166789577632045698,6,28367,2,True
-4372233783290549096,2,29822,2,True
-4372233783290549096,2,29822,3,True
-4372233783290549096,2,29822,2,True
-4372233783290549096,2,29822,2,True
-4372233783290549096,2,29822,1,True
4945803870244959859,8,28402,3,True
4945803870244959859,8,28402,3,True
4945803870244959859,8,28402,3,True
4945803870244959859,8,28402,3,True
4945803870244959859,8,28402,2,True
1404629747520896161,1,10712,2,False
1404629747520896161,1,10712,1,True
1404629747520896161,1,10712,2,False
1404629747520896161,1,10712,0,False
1404629747520896161,1,10712,3,True
347552760948309960,3,26089,3,True
347552760948309960,3,26089,3,True
347552760948309960,3,26089,3,True
347552760948309960,3,26089,2,True
347552760948309960,3,26089,3,True
-1244659605712790532,4,6901,0,True
-1244659605712790532,4,6901,3,True
-1244659605712790532,4,6901,0,True
-1244659605712790532,4,6901,1,False
-1244659605712790532,4,6901,3,True
7770880354076782491,2,29438,3,True
7770880354076782491,2,29438,1,True
7770880354076782491,2,29438,2,True
7770880354076782491,2,29438,2,True
7770880354076782491,2,29438,2,True
8135621119788191721,2,21034,2,True
8135621119788191721,2,21034,3,True
8135621119788191721,2,21034,2,True
8135621119788191721,2,21034,2,True
8135621119788191721,2,21034,3,True
2467851469862441507,5,2865,2,True
2467851469862441507,5,2865,2,True
2467851469862441507,5,2865,2,True
2467851469862441507,5,2865,3,True
2467851469862441507,5,2865,3,True
-3058191981620982826,1,9620,3,False
-3058191981620982826,1,9620,3,True
-3058191981620982826,1,9620,2,True
-3058191981620982826,1,9620,2,True
-3058191981620982826,1,9620,3,True
-1887956052239203655,16,42041,3,True
-1887956052239203655,16,42041,2,True
-1887956052239203655,16,42041,3,True
-1887956052239203655,16,42041,2,True
-1887956052239203655,16,42041,3,True
-5760397430699174558,4,36961,1,True
-5760397430699174558,4,36961,3,True
-5760397430699174558,4,36961,3,True
-5760397430699174558,4,36961,0,True
-5760397430699174558,4,36961,3,True
-7589880174694005178,6,29042,3,False
-7589880174694005178,6,29042,3,False
-7589880174694005178,6,29042,2,True
-7589880174694005178,6,29042,0,False
-7589880174694005178,6,29042,3,False
3346510646690349133,4,9819,0,True
3346510646690349133,4,9819,0,True
3346510646690349133,4,9819,0,True
3346510646690349133,4,9819,3,True
3346510646690349133,4,9819,3,True
7484081486575579825,8,20582,0,False
7484081486575579825,8,20582,1,True
7484081486575579825,8,20582,0,False
7484081486575579825,8,20582,0,False
7484081486575579825,8,20582,0,False
-638034782803742082,7,20582,0,False
-638034782803742082,7,20582,2,False
-638034782803742082,7,20582,2,True
-638034782803742082,7,20582,3,True
-638034782803742082,7,20582,0,False
-2511120207541603973,3,20582,0,False
-2511120207541603973,3,20582,1,True
-2511120207541603973,3,20582,0,False
-2511120207541603973,3,20582,2,False
-2511120207541603973,3,20582,0,False
-6142801609979403614,3,25810,2,True
-6142801609979403614,3,25810,3,True
-6142801609979403614,3,25810,2,True
-6142801609979403614,3,25810,1,True
-6142801609979403614,3,25810,1,True
-5824542390458747797,5,43683,2,True
-5824542390458747797,5,43683,3,True
-5824542390458747797,5,43683,2,True
-5824542390458747797,5,43683,2,False
-5824542390458747797,5,43683,3,True
-7449119262820732690,4,24239,3,True
-7449119262820732690,4,24239,2,True
-7449119262820732690,4,24239,2,True
-7449119262820732690,4,24239,1,True
-7449119262820732690,4,24239,1,True
-2958995725092968493,8,1603,0,False
-2958995725092968493,8,1603,0,False
-2958995725092968493,8,1603,2,True
-2958995725092968493,8,1603,2,False
-2958995725092968493,8,1603,0,True
339774340510490885,5,995,2,True
339774340510490885,5,995,0,False
339774340510490885,5,995,2,False
339774340510490885,5,995,1,True
339774340510490885,5,995,0,False
638266959059555042,8,995,1,True
638266959059555042,8,995,1,True
638266959059555042,8,995,3,True
638266959059555042,8,995,0,False
638266959059555042,8,995,0,False
-8700937374002070939,1,7698,0,False
-8700937374002070939,1,7698,1,False
-8700937374002070939,1,7698,0,True
-8700937374002070939,1,7698,0,False
-8700937374002070939,1,7698,0,False
3222085684127528484,7,18898,2,True
3222085684127528484,7,18898,0,False
3222085684127528484,7,18898,0,False
3222085684127528484,7,18898,0,False
3222085684127528484,7,18898,2,True
-8000994201907075306,2,31391,3,True
-8000994201907075306,2,31391,2,True
-8000994201907075306,2,31391,1,True
-8000994201907075306,2,31391,2,True
-8000994201907075306,2,31391,0,True
6662590670679718743,4,41294,0,True
6662590670679718743,4,41294,2,False
6662590670679718743,4,41294,1,True
6662590670679718743,4,41294,2,True
6662590670679718743,4,41294,3,True
-8743824040694646179,1,13303,0,False
-8743824040694646179,1,13303,1,True
-8743824040694646179,1,13303,0,True
-8743824040694646179,1,13303,3,True
-8743824040694646179,1,13303,0,False
7581085964734449179,4,21938,0,True
7581085964734449179,4,21938,0,True
7581085964734449179,4,21938,2,True
7581085964734449179,4,21938,2,True
7581085964734449179,4,21938,0,True
266267206739043280,8,17678,3,False
266267206739043280,8,17678,0,False
266267206739043280,8,17678,3,True
266267206739043280,8,17678,1,True
266267206739043280,8,17678,0,True
4308095158670622561,7,31813,1,False
4308095158670622561,7,31813,0,True
4308095158670622561,7,31813,3,True
4308095158670622561,7,31813,2,True
4308095158670622561,7,31813,0,True
-1161810576705297334,9,27194,0,False
-1161810576705297334,9,27194,1,True
-1161810576705297334,9,27194,2,True
-1161810576705297334,9,27194,2,True
-1161810576705297334,9,27194,0,False
-1623877595418144745,1,40841,3,True
-1623877595418144745,1,40841,2,False
-1623877595418144745,1,40841,0,False
-1623877595418144745,1,40841,2,True
-1623877595418144745,1,40841,2,True
-2837311402534584113,9,39623,3,True
-2837311402534584113,9,39623,0,True
-2837311402534584113,9,39623,2,True
-2837311402534584113,9,39623,0,False
-2837311402534584113,9,39623,0,False
-539277736885284739,5,33553,0,False
-539277736885284739,5,33553,2,True
-539277736885284739,5,33553,0,False
-539277736885284739,5,33553,0,False
-539277736885284739,5,33553,0,False
-8227209124570998250,2,29852,3,False
-8227209124570998250,2,29852,0,False
-8227209124570998250,2,29852,1,False
-8227209124570998250,2,29852,1,False
-8227209124570998250,2,29852,1,False
-7807450828270625597,5,25913,1,True
-7807450828270625597,5,25913,0,False
-7807450828270625597,5,25913,0,False
-7807450828270625597,5,25913,0,False
-7807450828270625597,5,25913,2,True
-6395513860752045533,5,22456,0,True
-6395513860752045533,5,22456,2,True
-6395513860752045533,5,22456,0,False
-6395513860752045533,5,22456,2,True
-6395513860752045533,5,22456,3,True
-9129542038548473874,25,30807,2,True
-9129542038548473874,25,30807,2,True
-9129542038548473874,25,30807,1,True
-9129542038548473874,25,30807,3,True
-9129542038548473874,25,30807,3,True
-6491425255940286125,30,35914,3,True
-6491425255940286125,30,35914,2,True
-6491425255940286125,30,35914,3,True
-6491425255940286125,30,35914,2,True
-6491425255940286125,30,35914,2,True
6607586571361846101,13,35914,3,True
6607586571361846101,13,35914,1,True
6607586571361846101,13,35914,0,True
6607586571361846101,13,35914,2,True
6607586571361846101,13,35914,1,True
8361845356230317814,5,35914,2,True
8361845356230317814,5,35914,3,False
8361845356230317814,5,35914,3,True
8361845356230317814,5,35914,2,True
8361845356230317814,5,35914,3,False
-5450163947978202163,1,33497,0,True
-5450163947978202163,1,33497,3,True
-5450163947978202163,1,33497,0,False
-5450163947978202163,1,33497,0,False
-5450163947978202163,1,33497,1,False
-6021073729099391632,26,9841,1,False
-6021073729099391632,26,9841,2,True
-6021073729099391632,26,9841,2,True
-6021073729099391632,26,9841,2,True
-6021073729099391632,26,9841,0,True
-4538719590728004802,2,14909,2,True
-4538719590728004802,2,14909,1,False
-4538719590728004802,2,14909,2,True
-4538719590728004802,2,14909,1,True
-4538719590728004802,2,14909,1,False
-5851239832207399896,6,9946,3,True
-5851239832207399896,6,9946,2,True
-5851239832207399896,6,9946,3,True
-5851239832207399896,6,9946,3,False
-5851239832207399896,6,9946,2,True
-8853151243201734716,4,9567,2,True
-8853151243201734716,4,9567,3,True
-8853151243201734716,4,9567,2,True
-8853151243201734716,4,9567,2,True
-8853151243201734716,4,9567,3,True
-2330690472540118487,14,30877,3,True
-2330690472540118487,14,30877,3,True
-2330690472540118487,14,30877,2,True
-2330690472540118487,14,30877,1,True
-2330690472540118487,14,30877,1,True
7192882734102514173,7,4964,1,True
7192882734102514173,7,4964,2,True
7192882734102514173,7,4964,2,False
7192882734102514173,7,4964,1,True
7192882734102514173,7,4964,2,True
6184457315556080320,9,4964,0,False
6184457315556080320,9,4964,1,False
6184457315556080320,9,4964,1,True
6184457315556080320,9,4964,3,True
6184457315556080320,9,4964,3,True
-3738156050180754995,14,4964,0,False
-3738156050180754995,14,4964,2,False
-3738156050180754995,14,4964,2,True
-3738156050180754995,14,4964,1,True
-3738156050180754995,14,4964,2,True
1497174585045933760,7,30696,2,False
1497174585045933760,7,30696,0,False
1497174585045933760,7,30696,0,True
1497174585045933760,7,30696,2,True
1497174585045933760,7,30696,1,False
4515666545827874747,18,40213,0,False
4515666545827874747,18,40213,2,True
4515666545827874747,18,40213,2,True
4515666545827874747,18,40213,2,True
4515666545827874747,18,40213,3,True
7256998798295548794,1,26256,3,True
7256998798295548794,1,26256,3,True
7256998798295548794,1,26256,2,True
7256998798295548794,1,26256,3,True
7256998798295548794,1,26256,3,True
1217257694826822666,2,3382,3,True
1217257694826822666,2,3382,3,True
1217257694826822666,2,3382,1,True
1217257694826822666,2,3382,2,True
1217257694826822666,2,3382,3,True
-4896123746978453172,1,7703,1,True
-4896123746978453172,1,7703,2,True
-4896123746978453172,1,7703,3,True
-4896123746978453172,1,7703,2,True
-4896123746978453172,1,7703,2,True
1243603451353574340,2,24352,1,False
1243603451353574340,2,24352,3,True
1243603451353574340,2,24352,1,True
1243603451353574340,2,24352,2,True
1243603451353574340,2,24352,0,False
-2139150797067471036,3,1662,2,True
-2139150797067471036,3,1662,2,True
-2139150797067471036,3,1662,3,True
-2139150797067471036,3,1662,2,True
-2139150797067471036,3,1662,3,True
-3286619847223589792,3,42765,3,True
-3286619847223589792,3,42765,2,True
-3286619847223589792,3,42765,2,True
-3286619847223589792,3,42765,3,True
-3286619847223589792,3,42765,3,True
-8353435224060487505,2,33185,3,True
-8353435224060487505,2,33185,3,True
-8353435224060487505,2,33185,0,True
-8353435224060487505,2,33185,3,True
-8353435224060487505,2,33185,3,True
-574368681884568445,1,42765,2,True
-574368681884568445,1,42765,3,True
-574368681884568445,1,42765,2,True
-574368681884568445,1,42765,2,True
-574368681884568445,1,42765,2,False
-195737561394610207,5,24423,3,True
-195737561394610207,5,24423,2,True
-195737561394610207,5,24423,2,True
-195737561394610207,5,24423,0,True
-195737561394610207,5,24423,2,True
-4955584091631768928,4,15859,2,True
-4955584091631768928,4,15859,3,True
-4955584091631768928,4,15859,3,True
-4955584091631768928,4,15859,3,True
-4955584091631768928,4,15859,2,True
-894008584677522246,2,12031,1,True
-894008584677522246,2,12031,3,True
-894008584677522246,2,12031,3,True
-894008584677522246,2,12031,3,True
-894008584677522246,2,12031,0,False
522073960045759349,1,39470,1,False
522073960045759349,1,39470,1,True
522073960045759349,1,39470,0,False
522073960045759349,1,39470,2,True
522073960045759349,1,39470,2,True
-4840310323719129358,9,19740,2,True
-4840310323719129358,9,19740,3,False
-4840310323719129358,9,19740,3,True
-4840310323719129358,9,19740,2,False
-4840310323719129358,9,19740,3,False
-8936633947366025260,90,19740,1,False
-8936633947366025260,90,19740,2,True
-8936633947366025260,90,19740,3,True
-8936633947366025260,90,19740,0,True
-8936633947366025260,90,19740,0,False
-6189943695314536504,73,19740,2,True
-6189943695314536504,73,19740,0,False
-6189943695314536504,73,19740,0,True
-6189943695314536504,73,19740,1,False
-6189943695314536504,73,19740,3,True
-2370428717182663840,77,19740,2,True
-2370428717182663840,77,19740,2,True
-2370428717182663840,77,19740,0,False
-2370428717182663840,77,19740,3,True
-2370428717182663840,77,19740,2,True
-7199726141817120014,69,19740,0,False
-7199726141817120014,69,19740,2,False
-7199726141817120014,69,19740,0,False
-7199726141817120014,69,19740,2,True
-7199726141817120014,69,19740,1,False
-3661696270086332582,46,19740,0,False
-3661696270086332582,46,19740,2,True
-3661696270086332582,46,19740,0,False
-3661696270086332582,46,19740,2,True
-3661696270086332582,46,19740,3,False
3020704520778941758,1,35082,2,True
3020704520778941758,1,35082,2,True
3020704520778941758,1,35082,2,True
3020704520778941758,1,35082,3,True
